package_name,version,ecosystem,downloads_count,age_days,maintainers_count,dependencies_count,version_major,version_minor,version_patch,is_prerelease,base64_imports,base64_decode_calls,base64_encoded_strings,fernet_usage,aes_usage,rsa_usage,crypto_imports,http_requests,socket_usage,dns_lookups,external_urls_count,ip_addresses_hardcoded,suspicious_domains,file_read_operations,file_write_operations,file_delete_operations,temp_file_usage,sensitive_paths_accessed,eval_calls,exec_calls,subprocess_calls,os_system_calls,shell_commands,obfuscation_score,minified_code,hex_encoded_strings,unicode_obfuscation,string_concatenation_abuse,env_var_access,credential_patterns,token_patterns,password_patterns,api_key_patterns,keylogger_patterns,screenshot_capture,clipboard_access,webcam_access,microphone_access,reverse_shell_patterns,backdoor_patterns,c2_server_patterns,startup_modification,cron_job_creation,registry_modification,has_readme,has_license,has_tests,has_changelog,documentation_score,author_account_age_days,author_other_packages,author_verified,author_email_disposable,typosquatting_score,name_similarity_to_popular,known_vulnerability_count,cve_references,is_malicious
atlasctf-21-prod-08,0.11.25,pypi,235,18,1,1,0,11,25,0,4,6,13,1,0,1,1,8,0,3,15,3,6,38,28,1,1,1,2,3,4,5,8,0.62,1,1,0,10,1,2,5,0,3,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0.3,8,2,0,1,0.26,0.81,2,0,1
underscore.string,4.3.24,npm,4140,119,2,7,4,3,24,1,1,3,3,1,1,0,1,5,0,1,3,0,0,11,11,0,0,1,3,0,0,1,0,0.31,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.77,2824,46,0,1,0.24,0.27,0,0,0
airduq,4.11.34,pypi,143,19,1,4,4,11,34,1,1,13,5,1,0,0,3,7,1,1,13,2,4,27,16,2,1,5,5,6,7,3,2,0.77,0,12,1,10,1,7,7,2,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0.13,18,1,0,1,0.63,0.68,3,2,1
@espace-client-axafr/bonus-euro-plus,0.5.32,npm,38899,162,1,5,0,5,32,0,1,0,6,0,1,0,7,9,1,0,8,0,0,26,26,6,1,1,3,5,5,2,1,0.15,0,9,0,7,0,10,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08,93,1,0,0,0.54,0.22,3,0,1
nose,0.0.26,pypi,4148068,1810,8,4,0,0,26,1,0,0,2,0,1,1,0,0,0,0,2,0,0,6,1,0,0,0,1,0,1,1,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.68,1592,18,0,0,0.09,0.09,0,0,0
eslint,1.13.20,npm,4220025,2047,18,21,1,13,20,0,0,0,1,0,1,1,0,0,0,1,2,0,0,10,4,0,0,0,0,0,1,0,0,0.15,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.73,2150,19,0,0,0.0,0.12,0,0,0
pytest,2.5.43,pypi,177128,1273,9,4,2,5,43,0,0,1,1,1,1,1,1,3,0,1,0,0,0,5,3,1,1,0,0,0,1,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.64,2638,6,0,0,0.08,0.08,0,0,0
parcel,2.13.3,npm,7295593,540,8,24,2,13,3,0,0,2,2,0,0,1,2,1,0,1,2,0,0,4,3,0,0,0,0,0,2,0,1,0.13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.86,1763,22,1,0,0.06,0.14,1,0,0
pytorch,0.9.15,pypi,8212450,3965,14,16,0,9,15,0,0,2,0,0,0,0,1,3,0,0,0,0,0,1,5,0,0,0,0,1,2,0,1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.87,1828,45,1,0,0.01,0.02,0,0,0
bokeh,3.20.31,pypi,7171484,3490,18,29,3,20,31,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,3,1,1,0,0,0,2,0,0,0.08,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.78,438,41,0,0,0.05,0.15,0,0,0
rich,5.12.42,pypi,9532745,2675,8,10,5,12,42,0,0,2,1,0,1,0,1,3,0,0,2,0,0,0,5,0,0,0,1,0,0,1,0,0.05,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.69,1243,16,1,0,0.01,0.04,1,0,0
lint-staged,3.12.38,npm,2822557,2378,4,22,3,12,38,0,0,1,0,0,0,0,0,2,1,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.66,2236,16,0,0,0.09,0.11,0,0,0
@espace-client-axafr/savings-types,1.16.50,npm,407,25,2,5,1,16,50,1,1,8,1,1,0,1,8,10,1,4,10,5,4,14,10,7,0,2,7,2,3,5,2,0.85,1,1,1,10,1,2,2,4,4,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0.32,35,1,0,0,0.79,0.52,1,1,1
commander,0.11.44,npm,4272,114,9,9,0,11,44,0,0,3,4,0,0,0,0,6,1,0,5,0,0,9,6,0,1,0,0,0,2,0,1,0.24,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.65,2323,31,1,0,0.14,0.23,0,0,0
chai,3.3.35,npm,3021,137,15,5,3,3,35,1,1,2,0,1,0,0,1,5,0,0,1,0,0,12,3,1,0,0,1,0,4,0,0,0.33,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.67,2306,29,0,0,0.12,0.3,0,0,0
@ctrl/shared-torrent,5.15.4,npm,171,0,1,8,5,15,4,1,1,8,8,0,1,0,5,10,1,1,11,0,1,10,12,7,1,4,9,2,7,1,1,0.8,1,14,1,12,1,4,5,5,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0.4,51,2,0,1,0.74,0.71,3,2,1
bytep,3.20.39,pypi,292,12,1,3,3,20,39,0,3,3,10,1,1,1,7,11,1,2,13,4,8,28,6,2,0,3,3,3,5,5,2,0.92,1,5,1,5,1,1,7,4,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.1,18,1,0,1,0.29,0.66,1,0,1
matplotlib,0.19.10,pypi,1172,60,18,29,0,19,10,0,0,5,0,0,0,0,3,5,0,0,3,1,0,13,10,0,1,0,0,0,1,1,1,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.99,701,2,1,0,0.17,0.19,0,0,0
bloxflipsearch,5.4.26,pypi,459,19,1,3,5,4,26,1,3,12,6,1,0,1,2,15,1,5,12,4,4,30,8,5,1,4,1,6,3,3,4,0.65,1,11,0,17,1,7,2,3,2,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0.24,4,0,0,0,0.52,0.61,5,3,1
vue,0.1.4,npm,6344667,2526,11,23,0,1,4,0,1,1,1,0,1,1,0,1,1,1,1,0,0,10,1,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.98,937,49,1,0,0.08,0.06,0,0,0
ctf-aio-tool,2.2.25,pypi,256,13,2,8,2,2,25,0,4,14,13,1,1,1,4,10,0,2,14,3,6,38,3,1,1,7,3,6,6,2,4,0.89,1,11,1,2,1,2,5,4,7,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0.02,60,2,0,0,0.85,0.86,0,2,1
colors-update,3.6.3,pypi,108,27,1,1,3,6,3,0,1,6,9,1,0,0,8,16,1,5,6,1,1,7,29,6,1,5,5,2,4,2,7,0.51,1,15,1,7,0,5,6,0,8,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0.36,59,0,0,1,0.85,0.38,5,3,1
next,3.3.32,npm,5547755,2368,4,4,3,3,32,0,0,0,0,0,0,0,1,3,1,0,1,0,0,7,1,0,1,0,1,0,1,0,0,0.06,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.83,2704,32,0,0,0.03,0.13,0,0,0
typescript,1.3.19,npm,4275340,701,11,23,1,3,19,1,0,0,1,0,0,0,0,3,0,1,2,0,0,5,2,1,1,0,1,0,1,0,1,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.83,2537,35,0,0,0.08,0.11,0,0,0
npm-cli-flag,4.15.24,npm,9941193,3212,12,5,4,15,24,1,0,0,0,0,0,0,1,1,0,0,0,0,0,9,1,0,0,0,1,0,1,1,0,0.08,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.87,2588,38,1,0,0.02,0.07,0,0,0
falcon,2.5.48,pypi,6745802,2805,14,12,2,5,48,1,0,1,0,0,0,1,1,1,0,0,2,0,0,9,0,0,0,0,1,1,0,0,0,0.02,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.91,1630,16,1,0,0.08,0.07,1,0,0
uuid,2.4.40,npm,9405,150,11,29,2,4,40,1,1,5,1,0,0,0,2,6,0,0,5,0,0,12,7,0,0,1,3,1,3,1,0,0.18,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.94,448,31,1,0,0.18,0.1,1,0,0
pip,4.2.23,pypi,563967,1884,13,17,4,2,23,0,1,2,2,1,0,0,0,0,0,0,1,0,0,5,3,1,1,0,0,0,2,0,0,0.12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.8,847,32,1,0,0.05,0.11,0,0,0
plotly,1.2.0,pypi,2759133,2982,5,23,1,2,0,0,0,2,2,0,0,1,2,1,1,0,2,0,0,3,0,1,0,0,0,0,2,0,0,0.01,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.78,615,28,1,0,0.02,0.06,0,0,0
socket.io,1.0.10,npm,1155921,1046,2,14,1,0,10,0,0,2,0,0,0,0,0,0,1,0,1,0,0,6,3,0,1,0,0,0,0,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.9,2936,12,0,0,0.01,0.07,1,0,0
underscore.string,2.17.2,npm,7076089,2307,8,15,2,17,2,0,0,0,2,0,0,0,2,2,0,1,2,0,0,6,4,1,0,0,0,1,2,1,1,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.77,1817,30,0,0,0.05,0.08,0,0,0
@dotevn/config,1.15.14,npm,162,17,1,0,1,15,14,1,4,14,12,1,1,0,8,17,1,4,13,3,4,38,6,8,1,6,8,7,5,4,3,0.89,0,4,1,11,1,8,5,3,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0.39,52,1,0,0,0.59,0.64,4,1,1
detection-telegram,5.7.26,pypi,415,10,2,3,5,7,26,1,2,12,14,0,0,0,3,8,1,5,10,0,3,5,6,4,0,9,8,6,10,4,1,0.86,1,2,0,16,0,7,2,1,6,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0.15,8,0,0,0,0.35,0.88,4,3,1
eslint-config-airbnb,4.4.7,npm,2580270,720,13,8,4,4,7,0,0,2,0,0,1,0,1,0,0,0,2,0,0,9,3,0,1,0,0,0,0,1,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.92,630,36,1,0,0.03,0.12,0,0,0
atlasctf-21-prod-09,0.14.4,pypi,72,24,1,1,0,14,4,0,1,15,9,0,1,0,5,15,1,0,12,1,8,3,20,8,1,10,9,3,2,5,8,0.98,1,13,0,6,1,0,4,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0.3,9,1,0,1,0.27,0.63,3,2,1
anaconda-anon-usage,5.19.31,pypi,29234,64,1,8,5,19,31,1,5,5,9,0,0,1,8,14,0,4,11,2,0,5,23,5,1,1,3,1,9,0,8,0.49,0,5,0,6,0,9,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.05,133,4,1,0,0.42,0.52,2,1,1
commander,1.0.12,npm,4408288,3661,13,9,1,0,12,0,0,0,1,1,1,0,2,2,1,1,2,0,0,9,2,0,1,0,0,0,2,1,0,0.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.91,740,47,1,0,0.02,0.02,0,0,0
@equis/core,0.4.10,npm,386,19,2,7,0,4,10,1,4,6,14,1,0,1,2,14,1,0,6,5,8,35,22,4,0,4,8,6,10,0,1,0.52,1,9,0,6,1,4,5,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0.16,47,0,0,1,0.21,0.93,2,3,1
uglify-js,4.4.22,npm,376526,2640,14,4,4,4,22,0,1,2,0,0,0,1,1,0,0,0,0,0,0,7,1,0,0,0,1,0,1,0,0,0.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.87,686,41,0,0,0.0,0.02,1,0,0
moment,4.20.14,npm,1270511,1333,12,5,4,20,14,0,0,0,1,0,1,0,0,3,0,1,0,0,0,4,2,0,1,0,0,1,2,1,0,0.02,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.6,1865,35,1,0,0.07,0.14,0,0,0
@actbase/react-native-kakao-navi,3.14.46,npm,214,5,2,1,3,14,46,0,5,8,8,1,1,0,1,12,0,2,6,0,2,23,6,6,0,2,6,8,2,2,8,0.94,0,13,1,7,0,2,0,0,5,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0.02,0,1,0,0,0.42,0.75,4,3,1
zustand,5.7.8,npm,724548,1310,14,7,5,7,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,1,0,1,0,0,0,1,0,0,0.15,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.74,1359,34,1,0,0.09,0.07,0,0,0
@cf.cplace.platform/forms,0.3.9,npm,18203,178,1,6,0,3,9,1,2,5,4,0,1,0,4,4,0,5,12,0,7,33,25,3,1,5,1,4,7,2,7,0.4,1,8,0,18,1,9,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.53,174,2,1,0,0.9,0.24,5,2,1
streamsearch,1.4.21,npm,9401730,3679,3,13,1,4,21,1,0,2,2,0,0,0,0,3,0,1,1,0,0,10,2,1,1,0,1,0,2,0,0,0.14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.65,390,5,0,0,0.02,0.05,0,0,0
a1rn,0.2.26,pypi,448,22,1,5,0,2,26,0,2,14,6,0,1,1,5,6,1,4,2,0,7,9,1,2,1,8,8,7,7,5,8,0.65,1,11,1,14,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0.34,34,0,0,0,0.43,0.62,3,3,1
eslint-config-airbnb-compat,2.20.32,npm,181,3,1,7,2,20,32,0,2,9,19,1,1,0,5,7,1,4,13,1,2,22,17,9,0,6,5,7,2,1,7,0.52,1,2,0,3,0,2,7,1,7,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0.39,52,0,0,0,0.58,0.63,3,1,1
rollup,4.1.26,npm,8359706,2012,7,19,4,1,26,0,1,0,2,0,0,0,0,1,0,1,2,0,0,7,1,0,0,0,0,1,1,0,0,0.04,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.98,2784,35,1,0,0.09,0.08,0,0,0
awscli,5.13.20,pypi,9867636,673,9,8,5,13,20,0,1,0,1,0,0,0,1,2,1,0,1,0,0,10,3,1,1,0,0,1,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.89,1104,31,1,0,0.08,0.13,1,0,0
@asyncapi/avro-schema-parser,0.9.12,npm,22,25,2,8,0,9,12,0,3,7,2,1,1,0,1,13,1,0,14,2,7,27,24,7,1,6,5,2,8,5,8,0.6,1,8,0,15,1,6,2,4,4,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0.18,46,1,0,1,0.95,0.49,0,0,1
fastapi,5.16.44,pypi,8752,153,11,30,5,16,44,0,1,1,5,0,0,0,0,7,1,0,3,1,0,18,3,1,0,1,2,1,0,1,3,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.59,2184,40,0,1,0.25,0.26,0,0,0
cors,0.18.47,npm,4575304,3680,15,10,0,18,47,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,1,0,0,0,1,0,0,0,0.07,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.91,1205,46,1,0,0.04,0.13,0,0,0
@evoplay-spinential/test-module,2.4.45,npm,23292,166,1,1,2,4,45,0,1,3,14,0,0,1,2,9,0,3,4,1,3,16,15,10,0,2,0,0,4,1,0,0.24,1,15,0,14,1,8,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.35,129,5,1,1,0.78,0.42,2,3,1
@eqder/bird,0.0.14,npm,22127,139,2,3,0,0,14,1,2,4,18,0,0,0,3,10,0,0,1,0,2,36,12,1,1,5,2,3,10,1,3,0.16,0,5,0,13,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,83,3,0,0,0.47,0.27,3,0,1
@clausehq/flows-step-sendgridemail,0.19.47,npm,185,18,2,1,0,19,47,0,5,15,19,0,1,0,1,7,1,3,13,1,6,12,2,4,1,7,5,5,1,2,5,0.74,0,6,1,7,1,9,2,4,5,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0.11,49,1,0,1,0.46,0.92,0,1,1
@actbase/react-native-devtools,2.12.17,npm,418,25,1,8,2,12,17,0,4,11,7,1,1,1,2,16,1,1,12,2,4,18,22,2,1,7,4,6,2,3,8,0.7,1,13,1,3,1,8,1,0,3,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0.0,16,0,0,1,0.76,0.68,5,1,1
@bonk-sdk/ipfs,4.10.30,npm,45469,132,2,6,4,10,30,0,4,4,12,1,0,0,8,6,0,4,12,1,2,10,22,5,0,1,0,4,2,2,7,0.22,0,5,0,14,0,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,82,3,0,1,0.31,0.7,2,0,1
@crowdstrike/glide-core,1.15.47,npm,71,23,1,7,1,15,47,1,1,9,10,0,0,0,1,8,1,0,8,3,8,37,23,4,1,9,7,4,4,3,3,0.76,1,2,1,14,1,3,6,4,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0.32,41,1,0,0,0.4,0.37,2,2,1
cross-env,4.12.36,npm,6396755,1776,2,20,4,12,36,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,4,0,0,0,0,0,1,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.65,1950,35,0,0,0.01,0.1,0,0,0
bytekafka0-0-15,0.0.21,pypi,420,6,1,2,0,0,21,0,4,5,17,0,1,0,4,9,1,3,3,1,4,8,12,5,0,1,2,6,6,0,7,0.84,1,14,0,4,1,10,5,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0.28,43,2,0,0,0.45,0.73,5,2,1
atlasctf-21-prod-12,5.6.22,pypi,33688,147,1,5,5,6,22,1,0,0,12,1,0,0,8,3,0,4,9,0,0,30,19,8,0,3,1,4,2,5,3,0.33,0,14,0,5,0,9,4,4,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.5,46,1,1,0,0.28,0.31,4,3,1
@apachesling/slingpackager,4.17.34,npm,26701,87,2,2,4,17,34,0,3,3,9,0,1,0,7,6,1,0,7,3,6,28,7,10,0,9,2,3,2,4,8,0.44,0,13,0,0,1,9,3,1,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.45,197,3,0,0,0.49,0.74,1,1,1
mysql-import,0.17.38,npm,9346315,1758,12,8,0,17,38,0,1,0,0,1,0,0,0,2,1,0,2,0,0,8,4,0,1,0,0,1,1,1,0,0.07,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.67,657,31,1,0,0.06,0.11,0,0,0
@com-delta-omnichannel/core,2.19.50,npm,24611,115,1,0,2,19,50,0,2,2,1,0,0,1,0,4,1,1,13,2,8,34,26,9,1,5,3,3,6,4,0,0.49,1,4,0,12,0,1,3,4,8,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.44,165,0,1,1,0.55,0.49,2,1,1
@amazon-bedrock-agents-healthcare-lifesciences/docs,0.7.19,npm,107,27,2,0,0,7,19,0,1,12,16,1,1,0,6,16,0,1,13,2,2,24,14,9,1,9,6,5,8,5,1,0.95,0,5,1,16,1,0,6,1,4,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0.18,55,2,0,0,0.4,0.77,2,2,1
commander,4.12.23,npm,6187176,470,14,30,4,12,23,0,0,2,1,1,0,0,0,0,0,0,2,0,0,9,0,1,1,0,0,0,0,1,1,0.14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.94,1225,28,1,0,0.01,0.04,0,0,0
bytekafka-0-0-15,5.7.2,pypi,293,30,1,6,5,7,2,0,4,2,7,1,1,1,8,4,1,4,5,4,6,32,17,6,1,3,8,7,9,2,6,0.85,1,15,0,9,1,8,4,1,4,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0.27,24,1,0,1,0.92,0.85,2,0,1
@antstackio/shelbysam,5.7.20,npm,180,28,1,5,5,7,20,0,4,6,16,0,1,1,5,17,1,5,13,0,4,31,3,1,1,3,1,4,2,0,3,0.63,1,3,1,6,0,2,3,4,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0.03,55,0,0,1,0.68,0.58,2,2,1
ws,4.19.33,npm,7180,102,19,12,4,19,33,1,1,2,1,0,0,0,1,6,1,0,2,0,0,9,2,0,0,0,2,0,3,1,1,0.3,0,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.87,1737,36,1,1,0.15,0.22,0,0,0
uvicorn,2.16.40,pypi,2483543,2817,8,29,2,16,40,1,0,0,2,0,0,0,0,2,0,1,0,0,0,10,5,0,0,0,0,0,1,0,1,0.05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.86,1002,47,0,0,0.07,0.13,0,0,0
byteff,1.9.26,pypi,347,5,1,4,1,9,26,0,1,4,11,1,1,0,5,15,0,0,5,1,4,33,17,8,1,2,1,4,1,2,8,0.53,1,2,1,2,0,10,3,0,4,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0.34,32,0,0,0,0.48,0.97,1,3,1
@elementor-editor-github-actions/utils,1.3.1,npm,105,5,1,6,1,3,1,0,4,9,9,0,1,1,7,8,1,3,7,1,8,4,9,7,1,5,2,3,5,4,1,0.82,1,3,0,13,0,9,3,4,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0.38,28,0,0,0,0.93,0.85,1,0,1
advpruebitaa8,2.15.18,pypi,33,25,1,1,2,15,18,0,4,2,10,0,1,0,1,4,1,1,7,2,3,7,23,4,0,4,4,6,10,0,5,0.65,1,1,1,13,1,10,6,3,6,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0.05,35,0,0,1,0.43,0.5,5,3,1
