package_name,version,ecosystem,downloads_count,age_days,maintainers_count,dependencies_count,version_major,version_minor,version_patch,is_prerelease,base64_imports,base64_decode_calls,base64_encoded_strings,fernet_usage,aes_usage,rsa_usage,crypto_imports,http_requests,socket_usage,dns_lookups,external_urls_count,ip_addresses_hardcoded,suspicious_domains,file_read_operations,file_write_operations,file_delete_operations,temp_file_usage,sensitive_paths_accessed,eval_calls,exec_calls,subprocess_calls,os_system_calls,shell_commands,obfuscation_score,minified_code,hex_encoded_strings,unicode_obfuscation,string_concatenation_abuse,env_var_access,credential_patterns,token_patterns,password_patterns,api_key_patterns,keylogger_patterns,screenshot_capture,clipboard_access,webcam_access,microphone_access,reverse_shell_patterns,backdoor_patterns,c2_server_patterns,startup_modification,cron_job_creation,registry_modification,has_readme,has_license,has_tests,has_changelog,documentation_score,author_account_age_days,author_other_packages,author_verified,author_email_disposable,typosquatting_score,name_similarity_to_popular,known_vulnerability_count,cve_references,is_malicious
uglify.js,0.9.15,npm,154,3,2,1,0,9,15,0,4,12,20,0,1,1,4,7,1,3,2,4,6,17,19,6,0,2,10,8,6,0,1,0.52,1,15,0,14,1,4,0,2,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0.19,44,1,0,1,0.34,0.39,5,3,1
ctosec-appsec-wb-xray-adapters,4.7.39,pypi,22,23,1,7,4,7,39,0,4,9,4,1,1,0,2,5,1,4,4,0,3,19,20,10,1,9,1,5,7,4,5,0.89,1,13,0,5,1,6,7,1,6,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0.37,4,0,0,0,0.27,0.37,5,2,1
ethers,5.9.20,npm,9539476,3463,17,5,5,9,20,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,0,0,0,0,1,0,1,1,0.09,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.69,596,44,1,0,0.06,0.01,0,0,0
@glofe/bootstrap,0.20.10,npm,258,27,1,7,0,20,10,0,2,15,11,1,0,1,4,20,1,3,15,1,2,31,15,9,1,2,3,7,8,2,2,0.73,1,0,0,14,0,0,8,4,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0.13,49,2,0,1,0.55,0.75,5,3,1
boogipoper,1.15.18,pypi,9637,80,1,6,1,15,18,0,3,4,17,1,0,1,2,2,0,5,5,3,3,24,16,8,1,2,1,4,3,2,7,0.35,0,12,0,19,1,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,113,1,1,0,0.25,0.94,5,0,1
husky,2.1.25,npm,4374,40,1,14,2,1,25,0,0,2,5,0,1,0,0,6,0,0,2,1,0,6,11,0,0,0,3,0,0,0,2,0.25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.85,1601,15,0,1,0.18,0.14,1,0,0
detectren,3.19.47,pypi,292,19,2,7,3,19,47,0,2,10,17,1,1,0,7,19,0,1,6,3,7,21,25,4,1,3,2,6,5,4,1,0.77,1,14,1,16,1,8,1,1,8,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0.1,44,2,0,1,0.8,0.79,0,0,1
pyjwt,3.13.29,pypi,7638532,2183,12,13,3,13,29,1,0,2,0,0,0,0,0,2,1,1,1,0,0,5,5,0,0,0,0,1,0,1,0,0.14,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.86,2484,30,0,0,0.09,0.0,0,0,0
requests,3.1.2,pypi,3724225,3471,18,13,3,1,2,0,0,0,2,0,0,1,0,3,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0.03,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.97,2915,21,1,0,0.06,0.08,0,0,0
@fff-web/fff-utilities,2.12.32,npm,270,13,1,4,2,12,32,0,4,14,12,0,1,1,2,12,0,1,6,3,3,29,3,3,1,6,10,0,7,0,7,0.98,1,7,1,4,1,3,0,2,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0.25,57,0,0,0,0.39,0.87,4,3,1
atlasctf-21-prod-14,5.5.27,pypi,10879,102,1,6,5,5,27,0,1,3,12,1,1,0,7,3,0,5,12,0,6,2,6,5,0,9,0,8,6,5,7,0.22,0,15,0,20,1,6,0,2,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.48,145,4,1,0,0.71,0.84,2,0,1
setuptools,3.15.9,pypi,4594781,1746,7,12,3,15,9,0,0,2,0,1,1,1,2,1,1,1,0,0,0,5,0,0,0,0,1,1,1,0,0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.87,2122,42,0,0,0.06,0.08,0,0,0
psycopg2,1.13.6,pypi,1859964,2550,8,12,1,13,6,1,1,0,2,0,1,0,0,3,0,0,2,0,0,6,3,1,1,0,0,0,0,0,0,0.12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.68,2592,40,0,0,0.0,0.07,0,0,0
cryptocalls,3.8.48,pypi,126,26,1,7,3,8,48,0,3,12,8,1,1,0,2,7,1,1,8,5,3,15,3,6,1,6,4,8,8,3,1,0.82,1,13,1,20,1,9,6,3,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0.27,51,1,0,1,0.32,0.62,1,0,1
boogishell6,5.13.28,pypi,147,5,1,1,5,13,28,0,2,13,10,1,1,0,2,15,0,0,8,5,5,28,6,8,1,10,7,2,4,1,7,0.9,1,15,0,11,1,7,8,5,7,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0.07,58,2,0,1,0.38,0.38,2,3,1
dequests,0.15.8,pypi,99,26,2,7,0,15,8,0,2,8,3,0,0,0,1,11,1,4,6,1,8,38,24,7,1,9,8,1,10,0,5,0.69,1,1,1,16,1,6,1,5,3,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0.24,27,0,0,1,0.3,0.44,1,0,1
crpto,0.11.13,pypi,227,14,1,0,0,11,13,0,3,3,7,0,1,0,4,3,0,2,5,1,4,6,27,8,0,10,6,3,4,2,3,0.98,0,8,0,6,1,2,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0.05,4,1,0,1,0.78,0.65,0,3,1
jest,5.3.18,npm,4139,146,9,9,5,3,18,1,0,5,3,1,0,1,2,5,0,0,4,0,0,17,5,0,1,0,2,0,2,0,2,0.28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.67,2956,30,1,0,0.11,0.15,1,0,0
koa,2.19.14,npm,5603662,3837,3,30,2,19,14,0,1,1,0,1,1,1,1,0,1,0,0,0,0,4,2,0,1,0,0,0,1,0,0,0.03,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.91,803,3,1,0,0.07,0.11,0,0,0
dify-api,5.16.25,pypi,347,26,1,4,5,16,25,0,1,3,20,1,1,1,6,16,0,3,11,1,5,4,23,6,0,9,5,8,4,2,7,0.77,0,10,1,12,1,4,8,2,6,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0.23,25,2,0,0,0.43,0.44,4,2,1
@custom-widget/sdk,1.0.13,npm,42808,125,1,2,1,0,13,0,0,1,12,1,1,0,4,5,1,2,7,1,3,19,29,3,0,4,2,4,7,2,1,0.28,0,11,0,18,1,5,8,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.32,83,5,1,0,0.65,0.7,2,1,1
argon2,4.6.7,npm,9269965,446,15,3,4,6,7,0,1,2,0,0,0,0,0,1,0,0,2,0,0,6,1,0,0,0,1,0,0,0,0,0.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.67,2677,42,0,0,0.01,0.06,1,0,0
algokit-arc,2.5.16,pypi,383,26,1,2,2,5,16,1,2,2,8,1,1,0,5,16,0,5,2,3,3,13,20,0,0,5,7,4,5,3,7,0.84,1,14,1,8,0,4,8,4,6,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.13,17,1,0,1,0.73,0.91,2,1,1
@ensdomains/curvearithmetics,3.5.10,npm,343,29,2,4,3,5,10,0,5,6,15,0,0,1,1,20,1,1,14,0,8,34,4,1,0,8,4,5,7,1,6,0.52,1,3,1,9,1,3,6,1,6,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0.05,46,0,0,1,0.47,0.48,2,1,1
pino,2.9.36,npm,3099729,429,20,28,2,9,36,0,0,2,2,1,0,1,0,2,0,1,1,0,0,9,3,1,1,0,0,0,0,0,1,0.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.94,1278,21,0,0,0.08,0.06,0,0,0
matplotlib,2.7.26,pypi,952506,957,6,8,2,7,26,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0.12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.85,1658,9,0,0,0.09,0.07,0,0,0
discord-hook,1.14.7,pypi,136,14,2,6,1,14,7,0,2,2,11,1,0,0,8,19,1,3,6,3,1,7,13,8,1,4,5,3,10,2,1,0.62,0,9,1,17,1,8,0,0,6,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0.22,4,1,0,1,0.54,0.67,4,0,1
beautifulsoup4,3.14.0,pypi,8596111,1970,14,7,3,14,0,0,0,2,0,1,1,1,1,2,1,0,0,0,0,10,1,1,0,0,0,0,1,0,0,0.13,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.73,1478,16,1,0,0.01,0.11,1,0,0
gunicorn,3.0.19,pypi,2489,93,17,30,3,0,19,0,1,2,1,0,0,0,4,6,0,1,1,0,0,9,8,0,0,0,0,0,2,0,0,0.21,1,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.87,2410,5,0,0,0.07,0.14,1,0,0
cryostar,5.20.25,pypi,186,16,2,0,5,20,25,0,1,2,8,1,1,0,1,7,1,2,7,3,2,38,5,8,1,7,3,5,5,1,2,0.9,0,5,1,18,0,8,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.32,54,1,0,1,0.46,0.34,4,2,1
atlasctf-21-prod-18,0.18.44,pypi,425,20,1,0,0,18,44,0,5,15,14,1,0,1,6,3,1,3,3,3,6,31,23,2,1,3,10,8,5,4,8,0.62,1,13,1,20,1,5,3,0,4,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0.14,56,2,0,1,0.86,0.68,4,1,1
vitest,1.5.18,npm,4535,130,5,3,1,5,18,0,1,5,4,0,0,0,2,8,0,0,2,1,0,6,9,0,1,0,3,0,4,0,0,0.38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.69,755,5,0,0,0.09,0.25,0,0,0
@ctrl/react-adsense,3.17.28,npm,494,0,2,1,3,17,28,0,5,7,15,1,1,1,4,5,0,5,4,3,1,32,30,9,0,4,1,2,1,1,1,0.52,1,3,1,7,1,1,1,3,3,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0.31,37,0,0,1,0.25,0.49,3,1,1
@3kali182/selenium-webdriver4,0.17.46,npm,424,6,1,1,0,17,46,0,5,12,18,1,1,0,6,12,0,1,5,5,2,32,30,3,1,10,10,3,7,1,6,0.53,1,12,1,19,1,4,4,2,8,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0.06,16,2,0,1,0.63,0.58,1,1,1
4m-clean-shopify-app,4.6.27,npm,84,26,2,4,4,6,27,1,4,10,3,0,1,1,6,7,1,5,5,5,7,21,1,2,1,1,9,1,2,5,7,0.71,1,9,1,15,1,2,5,1,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.1,57,1,0,1,0.67,0.72,5,1,1
mqtt,5.14.39,npm,4912,175,18,10,5,14,39,0,1,4,3,0,0,1,0,2,0,1,2,0,0,7,8,0,0,0,1,0,3,0,2,0.34,0,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.88,1568,32,1,0,0.25,0.13,1,0,0
@captivateiq/handsontable-ciq,1.16.14,npm,425,6,1,1,1,16,14,0,1,8,16,1,1,1,6,7,1,4,10,2,3,21,1,1,0,3,8,2,4,2,3,0.9,1,4,0,15,1,1,0,3,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.31,58,2,0,0,0.64,0.44,5,2,1
@fronteg/react,3.18.42,npm,356,16,1,4,3,18,42,0,3,9,8,1,1,0,1,7,1,2,9,1,3,36,10,2,0,3,5,2,4,0,1,0.92,1,4,1,10,1,2,3,4,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0.37,49,0,0,1,0.9,0.41,5,2,1
@espace-client-axafr/certificate-auto,3.13.35,npm,254,17,2,8,3,13,35,1,2,8,3,1,1,0,4,3,1,4,9,1,2,5,30,5,1,3,2,4,8,1,7,0.77,1,6,0,3,1,1,2,3,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.15,5,0,0,0,0.21,0.87,3,1,1
pymongo,4.0.18,pypi,5662175,2234,20,30,4,0,18,0,0,2,0,1,0,0,2,0,0,0,1,0,0,10,1,0,1,0,0,0,2,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.64,1775,13,0,0,0.07,0.08,0,0,0
1unitest,2.16.46,npm,1,14,1,0,2,16,46,0,2,12,14,1,1,0,4,14,1,1,12,4,1,25,27,5,0,5,8,4,9,0,8,0.97,1,13,1,13,1,8,6,4,5,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0.34,44,2,0,1,0.68,0.78,0,0,1
@cewe-designsystem/component_modal,0.15.15,npm,490,10,1,7,0,15,15,0,4,10,19,0,0,0,1,15,1,5,3,1,1,30,2,4,1,7,4,1,2,5,1,0.92,0,9,1,14,1,9,6,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0.08,6,0,0,1,0.73,0.7,1,1,1
react,5.2.43,npm,3021689,367,16,13,5,2,43,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,2,1,1,0,0,0,2,0,0,0.13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0.82,1814,48,1,0,0.06,0.05,0,0,0
redis,1.7.7,npm,2478195,552,2,27,1,7,7,0,0,0,2,0,0,1,1,3,0,1,0,0,0,0,1,0,1,0,0,1,2,0,0,0.02,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.93,1944,25,1,0,0.07,0.01,0,0,0
PaypalOtpBypass,4.15.23,pypi,341,8,2,2,4,15,23,0,3,9,15,0,1,0,1,12,0,5,12,5,8,4,30,5,0,8,7,7,5,0,3,0.7,1,6,1,18,0,8,1,1,2,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0.19,30,2,0,1,0.34,0.78,4,2,1
requires-port,5.3.38,npm,7353867,3331,5,22,5,3,38,0,1,1,2,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.02,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.84,2798,42,1,0,0.06,0.08,0,0,0
bunyan,3.15.23,npm,7263757,449,15,18,3,15,23,0,0,1,2,1,0,0,0,2,0,0,1,0,0,8,1,0,0,0,0,0,0,0,1,0.11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.67,2057,10,1,0,0.0,0.03,0,0,0
requires-port,5.2.36,npm,3828,144,6,15,5,2,36,1,0,1,5,0,0,1,2,3,1,0,4,0,0,20,7,0,1,1,1,1,2,1,0,0.24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.58,2283,18,1,0,0.1,0.14,0,0,0
@financials/using-dep-conf,4.14.2,npm,0,26,1,0,4,14,2,0,3,12,20,1,1,0,6,9,1,0,4,5,2,21,3,6,1,2,3,2,9,2,7,0.73,1,10,1,12,1,7,4,1,5,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0.27,26,2,0,1,0.73,0.82,4,0,1
hypothesis,0.15.4,pypi,1038470,3585,5,21,0,15,4,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,5,0,0,0,0,1,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.96,719,35,1,0,0.08,0.08,0,0,0
react-router-dom.js,0.3.48,npm,337,7,1,1,0,3,48,0,2,15,16,1,1,1,7,6,1,4,5,1,2,27,7,7,0,6,5,1,7,0,2,0.5,1,14,1,20,1,7,0,4,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0.24,56,1,0,1,0.86,0.58,4,1,1
dbt-byteshouse,2.17.4,pypi,43921,42,1,8,2,17,4,0,5,4,7,0,0,0,5,14,0,4,12,1,0,4,28,0,1,1,1,8,6,3,0,0.31,0,9,0,9,0,3,3,0,4,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0.24,99,0,0,0,0.53,0.72,5,3,1
@callcenter-frontend/helpers,1.9.2,npm,68,12,1,7,1,9,2,1,3,2,4,1,1,1,8,7,1,3,10,5,7,10,4,1,0,3,3,2,6,4,1,0.71,1,1,1,12,0,9,0,3,7,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0.31,55,1,0,1,0.39,0.86,1,3,1
ramda,5.8.43,npm,9063,70,20,13,5,8,43,1,1,5,4,0,0,1,1,3,0,0,4,0,0,16,10,0,1,1,1,0,1,1,3,0.2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.92,975,43,0,0,0.07,0.26,0,0,0
azure-storage-blob,4.18.30,pypi,2942027,3656,3,24,4,18,30,0,1,1,0,0,1,0,0,0,0,1,0,0,0,9,2,1,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9,635,29,1,0,0.06,0.11,0,0,0
pyyaml,1.5.1,pypi,6101819,3875,14,8,1,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,2,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.91,1647,15,1,0,0.04,0.04,0,0,0
pyramid,3.4.4,pypi,5193155,1355,19,23,3,4,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,2377,5,1,0,0.03,0.0,1,0,0
dependencyrrr,5.11.35,pypi,84,14,2,2,5,11,35,0,4,4,3,0,0,0,2,12,1,5,14,3,3,15,5,10,1,9,2,7,7,1,3,0.62,0,5,1,17,1,10,4,2,6,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.31,42,0,0,1,0.24,0.38,1,3,1
babelcl,2.11.15,npm,21981,168,1,8,2,11,15,1,1,1,3,1,1,0,8,11,0,4,4,2,8,16,15,4,1,0,2,7,9,3,7,0.24,1,13,0,2,0,0,8,3,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.52,67,0,1,0,0.91,0.34,2,0,1
cascadev,5.16.16,pypi,181,13,1,0,5,16,16,0,2,4,10,1,1,1,6,12,1,1,9,2,6,20,12,0,1,10,4,2,1,1,1,0.74,1,11,0,8,1,1,5,1,7,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0.2,58,0,0,1,0.37,0.46,4,1,1
32red-api-client,5.5.1,npm,177,21,1,0,5,5,1,1,3,5,13,0,1,0,4,7,1,3,12,1,2,26,17,10,1,4,9,6,4,4,3,0.68,1,9,1,12,0,8,2,1,2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0.37,58,0,0,1,0.25,0.66,5,0,1
@aftersale/react-eva,2.14.31,npm,236,2,1,7,2,14,31,0,2,13,6,0,1,0,3,12,0,4,13,3,3,6,22,0,1,5,8,2,8,2,3,0.54,1,1,1,19,1,7,0,5,8,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0.31,59,0,0,1,0.88,0.44,0,3,1
puppeteer,1.11.28,npm,4345530,2511,6,16,1,11,28,0,0,0,1,1,0,1,2,1,0,1,1,0,0,4,4,1,0,0,0,0,0,0,0,0.11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.93,1498,48,0,0,0.04,0.07,0,0,0
rollup,0.14.3,npm,3835,37,17,23,0,14,3,0,1,5,1,1,0,0,4,5,0,1,3,0,0,15,2,1,0,0,0,0,4,0,1,0.28,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.94,1676,8,0,0,0.13,0.13,0,0,0
@bingads-webui-clientcenter/instrumentation,0.11.20,npm,442,15,1,8,0,11,20,0,5,10,20,1,1,1,7,19,1,2,9,4,4,7,15,4,1,7,8,4,3,2,1,0.73,0,4,1,11,0,8,0,5,7,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.17,15,0,0,1,0.75,0.57,3,1,1
@art-ws/config-ts,1.18.27,npm,44622,98,2,0,1,18,27,1,0,3,18,1,0,1,1,4,0,2,10,3,6,4,12,10,1,7,3,8,0,3,6,0.14,1,0,0,6,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.22,118,2,0,0,0.48,0.14,3,2,1
dasdsajdjsadsad,0.3.24,pypi,496,7,1,8,0,3,24,1,3,14,19,1,0,1,6,12,1,4,3,0,3,22,25,6,0,6,2,8,9,4,7,0.69,1,4,1,2,1,10,2,1,6,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0.18,22,1,0,1,0.42,0.95,4,1,1
dasdsajdjsaasddsad,3.15.41,pypi,359,13,1,8,3,15,41,0,4,3,1,1,1,1,8,5,0,1,12,0,3,40,23,2,0,9,6,7,6,0,1,0.65,1,6,1,7,1,8,4,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0.21,8,2,0,1,0.72,0.66,2,1,1
artifact-lab-3-package-a18ff5d9,3.1.15,pypi,118,2,1,0,3,1,15,1,2,8,2,0,0,0,8,8,1,0,7,2,4,20,5,9,1,8,9,1,2,0,5,0.79,1,15,1,13,1,7,4,2,8,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0.38,31,1,0,0,0.35,0.39,4,1,1
@cheqplease/structured-logger,3.6.20,npm,9693,105,2,3,3,6,20,1,4,1,14,0,0,0,8,4,1,2,14,1,3,31,24,1,0,0,3,6,8,3,6,0.13,0,13,0,8,0,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,40,2,1,1,0.89,0.65,3,3,1
compresai,1.18.36,pypi,337,27,1,7,1,18,36,0,1,7,9,1,0,0,4,19,1,3,9,3,1,4,21,5,0,9,1,4,5,4,3,0.98,1,12,1,20,1,8,4,3,3,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0.03,41,1,0,0,0.31,0.41,4,0,1
chokidar,3.15.17,npm,6453,101,7,5,3,15,17,1,0,1,2,1,0,0,1,6,0,0,4,0,0,18,4,0,0,0,1,0,4,1,0,0.22,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.74,2375,29,0,0,0.23,0.2,0,0,0
