package_name,version,ecosystem,downloads_count,age_days,maintainers_count,dependencies_count,version_major,version_minor,version_patch,is_prerelease,base64_imports,base64_decode_calls,base64_encoded_strings,fernet_usage,aes_usage,rsa_usage,crypto_imports,http_requests,socket_usage,dns_lookups,external_urls_count,ip_addresses_hardcoded,suspicious_domains,file_read_operations,file_write_operations,file_delete_operations,temp_file_usage,sensitive_paths_accessed,eval_calls,exec_calls,subprocess_calls,os_system_calls,shell_commands,obfuscation_score,minified_code,hex_encoded_strings,unicode_obfuscation,string_concatenation_abuse,env_var_access,credential_patterns,token_patterns,password_patterns,api_key_patterns,keylogger_patterns,screenshot_capture,clipboard_access,webcam_access,microphone_access,reverse_shell_patterns,backdoor_patterns,c2_server_patterns,startup_modification,cron_job_creation,registry_modification,has_readme,has_license,has_tests,has_changelog,documentation_score,author_account_age_days,author_other_packages,author_verified,author_email_disposable,typosquatting_score,name_similarity_to_popular,known_vulnerability_count,cve_references,is_malicious
artifact-lab-3-package-24ddbc49,1.13.34,pypi,26131,50,1,8,1,13,34,1,5,5,14,0,0,0,4,2,0,3,8,2,0,40,22,5,1,6,2,5,10,2,0,0.16,1,8,0,5,1,5,6,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.07,39,4,1,0,0.25,0.57,1,1,1
request,1.9.33,npm,9117211,1133,16,3,1,9,33,0,1,2,1,0,0,0,1,1,1,0,0,0,0,8,3,1,0,0,0,0,0,0,1,0.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.84,2378,37,0,0,0.03,0.14,0,0,0
@art-ws/openapi,2.16.35,npm,49701,98,2,4,2,16,35,0,0,2,16,1,1,0,7,5,0,4,6,2,6,39,29,0,1,1,1,5,0,1,6,0.14,0,10,0,10,0,2,5,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26,187,3,1,1,0.44,0.83,2,2,1
@crowdstrike/logscale-file-editor,3.9.16,npm,313,26,2,2,3,9,16,0,4,10,5,1,0,0,3,4,1,1,2,3,5,12,23,7,1,2,6,7,1,3,6,0.88,1,14,1,5,1,1,5,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.31,43,0,0,1,0.22,0.76,5,0,1
lodash,2.4.41,npm,5337324,1796,20,4,2,4,41,0,1,2,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,2,0,0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.7,2899,6,1,0,0.0,0.05,0,0,0
babel-cli,1.0.27,npm,8160038,1479,14,4,1,0,27,0,0,1,0,0,0,0,0,3,0,0,2,0,0,8,4,0,0,0,1,1,2,0,0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.93,995,29,1,0,0.1,0.05,0,0,0
swc,5.11.48,npm,9278299,1954,9,24,5,11,48,0,0,2,1,0,0,0,1,0,0,0,1,0,0,6,2,0,0,0,0,1,0,0,0,0.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.73,768,11,0,0,0.06,0.11,1,0,0
eslint-config-airbnb,5.4.47,npm,268871,887,10,25,5,4,47,0,0,0,0,0,1,1,1,1,0,0,1,0,0,3,0,0,1,0,0,0,2,0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.78,1994,40,0,0,0.06,0.03,0,0,0
cryptography,2.3.2,pypi,9828826,702,7,15,2,3,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,5,1,1,0,0,0,2,0,1,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.72,2007,29,0,0,0.08,0.13,0,0,0
seaborn,5.3.10,pypi,947098,1200,12,10,5,3,10,1,0,0,2,0,1,0,0,2,0,1,0,0,0,4,1,0,1,0,1,0,1,0,0,0.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.79,961,15,0,0,0.01,0.14,0,0,0
passlib,3.1.29,pypi,9964917,2606,11,13,3,1,29,0,0,2,0,1,1,1,0,2,0,0,1,0,0,4,5,0,0,0,0,0,2,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.92,1485,37,1,0,0.09,0.0,0,0,0
solid-js,0.5.10,npm,9429882,2861,12,8,0,5,10,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.88,2117,32,1,0,0.09,0.0,1,0,0
nodemon,1.13.22,npm,9272351,1702,6,9,1,13,22,0,0,2,0,0,0,0,2,0,1,0,1,0,0,9,1,0,0,0,0,1,1,0,0,0.08,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.65,1517,36,1,0,0.09,0.02,0,0,0
@ensdomains/ccip-read-worker-viem,2.7.41,npm,46,0,1,7,2,7,41,0,2,4,13,1,1,1,8,3,0,3,13,2,1,20,14,4,1,10,8,8,10,1,2,0.74,1,1,1,13,1,1,6,2,7,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0.39,15,2,0,0,0.69,0.8,4,1,1
@espace-client-axafr/dashboard-detail-card,2.1.39,npm,500,20,1,2,2,1,39,0,3,13,13,1,1,0,2,10,1,3,12,0,6,31,15,10,1,8,9,1,2,1,2,0.53,1,13,0,14,1,1,5,2,7,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0.09,36,0,0,1,0.78,0.34,2,3,1
simplemde,3.5.38,npm,8989702,3070,7,22,3,5,38,1,0,2,1,0,0,0,0,3,0,0,2,0,0,7,0,1,0,0,1,0,0,0,1,0.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.92,1350,6,1,0,0.09,0.08,0,0,0
redis,5.18.43,pypi,8974347,3532,14,3,5,18,43,0,0,2,0,1,1,0,2,1,0,0,0,0,0,9,4,1,0,0,0,0,0,1,0,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.84,1877,47,1,0,0.03,0.02,0,0,0
psycopg2,4.2.16,pypi,8791,139,11,3,4,2,16,0,1,5,5,0,0,1,3,4,0,0,2,1,0,12,11,0,0,0,2,0,0,0,0,0.16,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.54,2905,29,1,1,0.19,0.28,0,0,0
mongoose,5.13.24,npm,697,90,14,29,5,13,24,0,1,4,4,1,0,1,0,4,1,1,2,0,0,17,2,0,0,0,0,0,2,0,0,0.39,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.9,1394,28,0,0,0.16,0.21,0,0,0
mongoose,0.13.4,npm,636563,794,8,13,0,13,4,0,0,2,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,2,0,0,0.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.9,1306,40,1,0,0.08,0.14,1,0,0
@espace-client-axafr/remboursements,1.15.0,npm,21919,160,2,4,1,15,0,0,3,1,10,1,1,1,2,7,0,1,4,2,8,21,11,8,1,1,0,4,9,1,2,0.29,0,5,0,6,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.36,136,5,1,0,0.89,0.52,2,2,1
winston,0.12.16,npm,8918030,873,10,30,0,12,16,0,1,0,2,1,0,0,2,1,0,0,1,0,0,3,1,1,0,0,0,0,2,0,1,0.13,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.7,2084,48,0,0,0.04,0.11,1,0,0
artifact-lab-3-package-153c1c1a,5.3.42,pypi,419,1,1,2,5,3,42,1,5,4,7,1,1,0,7,5,1,2,8,5,3,27,15,1,1,7,5,2,9,1,2,0.62,1,6,1,13,1,6,2,2,6,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0.13,5,1,0,1,0.78,0.4,1,2,1
jsmsha3,0.10.20,npm,205,24,1,0,0,10,20,1,5,8,10,1,1,1,5,13,1,0,15,2,3,27,15,10,0,9,1,7,6,5,7,0.58,1,9,0,3,1,6,2,4,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.33,19,2,0,1,0.94,0.38,0,2,1
artifact-lab-3-package-1f7a39bc,1.1.8,pypi,457,0,1,5,1,1,8,0,5,11,16,1,0,1,8,19,1,2,11,4,3,6,15,6,1,7,9,1,10,0,3,0.68,1,3,0,17,1,0,8,2,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0.37,32,1,0,1,0.66,0.67,0,3,1
bcrypt,4.20.29,pypi,5601591,3584,6,9,4,20,29,0,0,0,0,0,0,1,0,1,0,1,0,0,0,6,2,1,1,0,0,0,2,0,1,0.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6,1085,15,1,0,0.01,0.08,0,0,0
atlasctf-21-prod-11,3.3.34,pypi,4347,111,1,7,3,3,34,0,3,1,6,0,1,1,3,20,0,2,10,0,6,9,24,7,1,3,3,7,0,2,6,0.42,1,8,0,15,0,5,8,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.52,93,2,1,1,0.58,0.37,3,0,1
@espace-client-axafr/savings-card,5.9.30,npm,458,9,2,5,5,9,30,1,1,14,16,0,0,1,2,12,0,3,11,1,8,24,3,5,0,10,10,3,10,4,4,0.98,1,6,0,4,0,10,1,4,6,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0.11,22,1,0,1,0.86,0.36,5,3,1
aliyun-ai-labs-snippets-sdk,1.17.26,pypi,148,27,1,2,1,17,26,0,4,15,4,1,1,1,2,6,1,3,8,5,2,12,3,5,0,6,8,3,10,3,2,0.71,1,13,1,17,1,9,4,5,6,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0.2,40,0,0,0,0.27,0.34,0,3,1
passport,0.16.36,npm,3774585,1454,15,7,0,16,36,0,0,0,2,0,1,0,2,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0.08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.62,1407,23,1,0,0.05,0.06,0,0,0
colorsapi,5.15.27,pypi,19002,118,2,0,5,15,27,0,2,4,11,0,0,1,1,13,1,5,2,2,4,29,13,0,0,4,1,1,6,0,3,0.49,1,8,0,9,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.41,77,2,0,1,0.44,0.26,2,2,1
husky,1.13.15,npm,7822420,3102,7,29,1,13,15,0,1,0,0,0,1,1,0,2,0,1,2,0,0,0,5,1,1,0,1,0,0,0,0,0.11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.63,2996,8,0,0,0.09,0.01,0,0,0
coverage,1.15.39,pypi,5877959,3440,7,11,1,15,39,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0.12,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.72,1894,6,1,0,0.08,0.11,0,0,0
@alaska-its/design-tokens,1.2.26,npm,188,5,1,0,1,2,26,0,5,15,20,1,0,0,4,11,1,0,8,4,7,40,9,2,0,6,10,2,10,0,1,0.7,1,14,1,17,1,3,3,1,4,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0.07,50,0,0,0,0.42,0.48,4,3,1
esbuild,0.12.8,npm,59619,1541,19,20,0,12,8,1,1,2,2,0,1,0,2,1,1,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0.07,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0.91,967,31,1,0,0.08,0.11,0,0,0
keras,5.6.1,pypi,6046787,1951,16,20,5,6,1,0,0,1,2,0,1,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.98,1976,33,1,0,0.07,0.14,1,0,0
import-mysql,2.4.44,npm,168,28,2,6,2,4,44,0,1,10,18,1,0,0,8,6,1,2,12,2,7,5,21,10,0,6,8,8,6,0,8,0.7,1,6,0,19,1,6,3,2,6,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0.01,37,0,0,1,0.49,0.84,5,2,1
mongoose,1.2.3,npm,213120,1973,2,9,1,2,3,0,0,0,1,0,0,0,0,3,0,1,2,0,0,4,0,0,1,0,0,0,0,0,1,0.04,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.83,965,5,1,0,0.04,0.0,1,0,0
celery,0.11.48,pypi,87773,1905,7,10,0,11,48,0,0,0,0,0,1,0,0,2,1,0,2,0,0,4,3,1,0,0,0,0,0,0,1,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.84,1547,37,0,0,0.1,0.02,0,0,0
backwwi,0.3.10,pypi,462,4,1,7,0,3,10,1,2,9,7,1,1,0,1,13,0,0,12,5,7,28,28,7,1,10,8,8,5,0,8,0.87,1,15,1,20,0,3,0,4,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0.28,1,0,0,1,0.74,0.62,3,1,1
express,1.5.49,npm,1773,125,20,4,1,5,49,0,1,3,4,0,0,0,1,4,0,0,2,0,0,5,4,0,0,0,1,0,1,0,2,0.34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.95,1025,26,1,1,0.21,0.22,0,0,0
@erfix/frontend-logger,1.8.48,npm,360,25,1,5,1,8,48,0,2,14,15,0,1,1,8,19,1,4,8,4,7,39,4,5,1,8,9,2,5,4,2,0.9,1,10,0,9,1,1,2,2,2,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0.07,18,0,0,0,0.44,0.61,0,2,1
js-sha3,3.1.27,npm,3914,94,9,16,3,1,27,0,1,2,2,0,0,1,0,2,1,1,5,1,0,11,4,0,1,0,0,0,1,0,1,0.3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.89,904,33,1,1,0.1,0.21,0,0,0
atlasctf-21-prod-17,5.2.23,pypi,417,10,1,6,5,2,23,1,4,8,14,1,0,0,1,8,0,3,11,3,8,13,20,6,1,10,8,0,3,3,8,0.59,0,13,1,3,1,4,5,0,8,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0.29,30,1,0,1,0.71,0.56,4,0,1
django,2.7.17,pypi,6200439,1429,20,23,2,7,17,0,0,0,2,0,0,0,0,1,0,1,2,0,0,8,0,0,0,0,0,0,2,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0.69,742,42,0,0,0.06,0.12,0,0,0
detectron4,0.3.49,pypi,365,7,1,7,0,3,49,1,1,5,17,1,1,0,5,13,1,5,13,0,2,18,16,10,1,4,1,5,1,5,4,0.69,0,7,1,15,1,0,2,2,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0.04,39,1,0,1,0.25,0.54,1,0,1
@bingads-webui-cc-react/edit-primary-contact,0.17.45,npm,20379,62,1,8,0,17,45,0,3,3,16,0,0,1,3,1,0,5,12,2,8,40,25,2,1,8,3,8,0,4,5,0.45,1,7,0,16,0,5,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.09,186,3,0,0,0.14,0.95,3,2,1
@awan_7715/model-viewer-space-opera,5.0.45,npm,168,6,1,6,5,0,45,0,5,5,7,1,0,1,5,5,1,5,14,3,6,22,7,3,0,8,9,7,1,2,7,0.73,0,3,1,7,1,9,6,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0.26,4,1,0,0,0.82,0.58,2,2,1
tox,1.14.29,pypi,7649514,905,15,9,1,14,29,0,0,2,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.09,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.87,1163,10,1,0,0.0,0.05,0,0,0
advpruebitaa4,5.6.0,pypi,326,30,1,5,5,6,0,1,4,2,8,1,1,1,2,14,1,3,12,5,2,26,10,9,0,3,6,8,10,5,1,0.97,1,15,0,11,0,2,7,0,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.37,20,1,0,1,0.37,0.48,3,0,1
@asyncapi/converter,0.8.49,npm,404,27,1,4,0,8,49,1,5,15,16,1,1,1,8,14,1,4,14,4,7,31,30,5,0,4,1,6,4,3,1,0.71,1,15,1,14,0,10,2,3,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0.35,9,0,0,1,0.79,0.48,4,3,1
bytedsp,0.13.22,pypi,358,2,1,4,0,13,22,0,2,3,5,1,1,0,8,15,1,0,12,5,3,24,4,2,1,7,8,8,3,5,4,0.77,0,0,1,16,0,8,6,1,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.08,6,2,0,0,0.53,0.76,0,1,1
@ensdomains/react-ens-address,1.20.19,npm,314,17,1,2,1,20,19,1,5,11,20,1,1,0,1,5,0,5,14,4,5,15,25,9,1,10,10,0,8,5,5,0.55,1,15,0,14,1,7,1,5,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0.4,22,1,0,0,0.77,0.65,0,2,1
@ctrl/golang-template,2.9.7,npm,49,21,1,8,2,9,7,1,3,7,8,1,0,1,7,5,0,1,12,5,2,4,19,10,0,4,6,7,2,0,6,0.51,1,15,0,19,1,0,2,1,6,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0.21,60,2,0,0,0.33,0.49,1,2,1
EZBEAMER,5.20.4,pypi,275,0,1,6,5,20,4,1,3,12,13,1,1,0,2,17,1,1,9,0,4,3,25,4,1,6,2,3,2,4,5,0.95,1,7,1,13,1,4,7,5,3,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0.3,43,2,0,1,0.62,0.34,1,0,1
mocha,5.17.29,npm,1754402,3771,10,16,5,17,29,0,1,2,0,0,0,1,1,1,1,0,2,0,0,7,5,0,0,0,0,0,0,0,0,0.14,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.9,1378,34,0,0,0.06,0.07,0,0,0
hpp,1.0.47,npm,6971821,2633,10,27,1,0,47,0,0,2,0,1,0,0,0,2,1,0,0,0,0,9,0,1,0,0,1,0,0,1,0,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.69,691,6,1,0,0.04,0.08,0,0,0
arangodb-driver,3.5.22,pypi,7547,150,2,6,3,5,22,0,5,5,7,0,1,0,5,5,0,2,15,2,6,40,13,8,0,5,1,7,10,5,0,0.32,0,5,0,7,1,5,5,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0.39,65,3,0,0,0.28,0.48,2,3,1
artifact-lab-3-package-736f752d,0.14.40,pypi,185,2,1,6,0,14,40,1,4,13,2,1,1,1,3,8,1,1,14,5,1,28,10,4,1,8,9,4,3,0,3,0.76,1,0,1,10,1,7,7,3,8,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0.24,15,2,0,1,0.66,0.68,1,0,1
assaulthimars,3.11.37,pypi,497,15,1,2,3,11,37,0,4,13,1,1,1,0,1,13,0,5,8,5,5,8,7,8,0,7,9,7,1,1,5,1.0,0,1,0,18,0,5,7,5,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0.12,54,1,0,1,0.73,0.8,2,3,1
@captivateiq/events,3.17.28,npm,9808,184,2,4,3,17,28,0,2,2,17,0,1,1,1,16,0,5,14,1,2,16,17,2,0,3,3,1,1,5,6,0.42,0,3,0,7,0,4,2,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.35,162,4,1,0,0.38,0.43,1,0,1
xgboost,4.5.14,pypi,9264,116,8,24,4,5,14,0,0,1,4,0,0,0,0,5,0,0,2,1,0,13,6,0,0,0,1,1,0,0,0,0.31,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.66,2428,45,0,0,0.16,0.14,0,0,0
superagent,4.16.25,npm,6124204,1846,11,23,4,16,25,0,0,1,2,1,0,0,0,1,1,0,0,0,0,4,5,1,0,0,0,0,2,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.91,927,50,1,0,0.09,0.08,0,0,0
@espace-client-axafr/redux-contrib,3.4.21,npm,148,11,1,3,3,4,21,1,5,2,3,1,1,1,8,6,0,1,14,2,2,33,4,7,1,3,7,4,3,0,5,0.81,1,11,0,4,1,7,4,3,4,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0.15,54,2,0,1,0.48,0.76,4,3,1
atlasctf-21-prod-13,2.13.24,pypi,398,2,1,6,2,13,24,0,2,11,9,1,1,0,3,5,1,3,6,3,5,32,26,1,1,5,9,3,8,4,4,0.86,1,3,0,11,1,6,5,4,6,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0.39,20,1,0,1,0.72,0.63,4,1,1
typescript,0.6.25,npm,9277,143,2,21,0,6,25,1,1,4,4,1,0,0,1,7,0,1,3,0,0,18,10,0,0,0,0,1,4,0,0,0.18,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.66,995,49,1,1,0.18,0.27,0,0,0
unittest2,3.2.23,pypi,4947248,2209,14,29,3,2,23,1,0,0,2,0,0,0,0,0,1,0,0,0,0,6,5,1,0,0,0,0,0,1,0,0.1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.97,1573,14,1,0,0.01,0.12,0,0,0
--no-audit,4.18.17,npm,7350,89,1,5,4,18,17,0,2,0,5,0,0,1,3,14,1,2,10,2,1,24,10,2,0,4,3,4,7,3,3,0.22,0,9,0,8,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.36,40,4,0,0,0.52,0.82,2,1,1
tornado,2.0.31,pypi,8565432,2886,13,7,2,0,31,0,1,2,2,0,1,0,0,2,0,0,1,0,0,3,5,0,0,0,0,1,2,0,1,0.06,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.61,2152,49,1,0,0.09,0.01,0,0,0
playwright,3.18.42,npm,2941398,1484,20,28,3,18,42,0,0,0,2,0,1,0,0,3,0,1,2,0,0,8,5,1,0,0,1,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.94,1851,42,1,0,0.06,0.12,1,0,0
jsonwebtoken,2.5.19,npm,697925,1912,12,14,2,5,19,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5,1,0,1,0,0,0,2,0,0,0.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.84,1701,13,0,0,0.08,0.12,0,0,0
deadiff,3.14.28,pypi,345,6,1,8,3,14,28,1,5,12,11,0,0,1,5,10,1,1,2,0,4,32,20,1,1,7,2,3,7,3,7,0.76,1,4,1,2,1,6,3,1,8,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0.25,46,2,0,1,0.82,0.67,1,3,1
